tdry_profile,twet_profile
277.04999999999995,272.02640674310095
275.34999999999997,271.0981178489257
274.84999999999997,270.6364340963147
274.25,270.240162501552
274.25,270.240162501552
274.25,270.14535304279207
273.75,269.73611148519853
273.75,269.6499008113412
272.54999999999995,268.6446789496291
273.15,269.01705752047843
272.54999999999995,268.61042797946146
272.54999999999995,268.4846410176185
274.25,269.61654503808745
277.54999999999995,271.7311000634332
281.45,274.0106699109142
285.34999999999997,275.89020367926275
287.54999999999995,276.8743243293656
289.25,277.2561937681515
289.25,277.0552643544025
289.25,277.0552643544025
288.15,276.6638472556349
284.25,275.22761493390294
279.84999999999997,272.9635208585533
277.54999999999995,271.7311000634332
276.45,271.0566478136432
276.45,271.0566478136432
274.25,269.8412478736214
272.04999999999995,268.4559212300569
273.15,269.16496600221575
273.15,269.08894490745706
270.34999999999997,267.20729082407485
272.04999999999995,268.2431963256548
272.54999999999995,268.54525831744115
272.54999999999995,268.4846410176185
271.45,267.7614040215996
273.15,268.94941235159143
274.25,269.72463733407767
278.15,272.27007142294394
282.54999999999995,274.9302756899745
285.95,276.5416049164225
288.15,277.5760721003967
